id,location,brand,author,url,lang,date,original,sentiment_manu,sentiment_auto
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Algo que el Ejecutivo detecta en la forma de proceder no sç_lo de la Generalitat; tambiçÈn del Parlamento de Cataluç_a.En los siete folios del requerimiento se repasan las decisiones de las fuerzas secesionistas que durante este tiempo han contravenido la legalidad.,1,1
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Las normas de desconexiç_n aprobadas el 6 y 7 de septiembre; la determinaciç_n de celebrar el referçÈndum del 1 de octubre pese a su suspensiç_n o la vulneraciç_n de las resoluciones del Tribunal Constitucional; asç_ como las derivadas de todo ello; figuran en el escrito.__La actuaciç_n del presidente; de la Generalitat y de la mayorç_a no cualificada del Parlamento de Cataluç_a se ha apartado con tal intensidad del cumplimiento de sus obligaciones que; de no ser atendido este requerimiento; supondrç_a un grave riesgo para el mantenimiento del orden constitucional__; se argumenta en el documento que tambiçÈn deberç_ ser comunicado a la presidenta de la Cç_mara; Carme Forcadell; y a los miembros de la Mesa por si la ruptura con Espaç_a se hubiese certificado en este escenario.Siendo asç_; Puigdemont se enfrenta a dos plazos.,1,1
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,El primero concluye el lunes 16 de octubre a las diez de la maç_ana.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,A esa hora; el president deberç_ haber aclarado si cualquier autoridad de la Generalitat; o çÈl mismo en el pleno del pasado martes; ha procedido a declarar la independencia.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Al margen de si estç_ o no en vigor.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,La pregunta sç_lo podrç_ ser respondida con un sç_ o con un no.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Todo lo demç_s; incluida la ausencia de pronunciamiento; serç_ entendido como una confirmaciç_n de que se ha proclamado la secesiç_n.__Deseo que acierte__ A partir de ese momento se activa el segundo plazo.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Puigdemont tendrç_ hasta el jueves 19 de octubre a las diez de la maç_ana para revocar la declaraciç_n de independencia y ordenar el cese de cualquier actividad dirigida a la culminaciç_n del __proceso constituyente__ de una repç_blica.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,En otras palabras; que frenar el 155 estç_ ya sç_lo en manos el president.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,__Deseo fervientemente que acierte en su respuesta__; trasladç_ Rajoy en el pleno vespertino del Congreso sobre Cataluç_a.El presidente reclamç_ a Puigdemont __un mç_nimo de generosidad__ y al PDeCAT; el retorno al catalanismo __pactista e integrador__ que en otros tiempo representç_ CiU.,2,2
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Fuentes de La Moncloa no dan por perdida la batalla y sostienen que aç_n detectan en la Generalitat sç_ntomas de que la rectificaciç_n es posible.,2,2
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,__De lo contrario -defienden-; no habrç_amos tomado esta decisiç_n__.No es una apuesta carente de complejidad.,4,4
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,El 155; que no significa que el Gobierno rehç_se acudir al Constitucional cuando Puigdemont despeje la situaciç_n; tiene riesgos tambiçÈn en el plano polç_tico hasta ahora desconocidos por lo inçÈdito de este procedimiento.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,__Hay que hacerlo bien__; reconoce un alto dirigente del Ejecutivo.,2,2
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Por ahora; Rajoy cuenta con el respaldo del lç_der del PSOE; Pedro Sç_nchez; y el presidente de Ciudadanos; pese a los reproches de Albert Rivera por no centrar la pelea en la derrota del nacionalismo.,4,4
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,__A veces no le entiendo__; confesç_ el jefe del Ejecutivo; que saliç_ en defensa de sus propias __agallas__ y su __instinto__.Lo que sç_ comparten los tres es el rechazo de la propuesta de la Generalitat para resolver el conflicto.,4,4
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,__No hay mediaciç_n posible -zanjç_ Rajoy- entre la ley y la desobediencia__.,1,1
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,A partir de ahç_; limitç_ el diç_logo con las comunidades a cuestiones de financiaciç_n y servicios pç_blicos.,3,3
1,Euskadi,ElCorreo,Nuria Vega,http://www.elcorreo.com/politica/rajoy-semana-puigdemont-20171012233727-nt.html,Spanish,12,Para todo lo demç_s; incluida la reforma de la Constituciç_n; seç_alç_ el Congreso como marco oportuno.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,El Gobierno abre la vç_a del artç_culo 155 y da un ultimç_tum de cinco dç_as a Puigdemont Current Time 0:00 Duration Time 2:38 Loaded: 0%Progress: 0% Mariano Rajoy comparece en la Moncloa.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,/ AFP El presidente envç_a un requerimiento al presidente catalç_n para que confirme si ha declarado la independencia antes de aplicar el controvertido artç_culo de la Constituciç_n | Fija un segundo plazo; hasta el jueves; para que evite su aplicaciç_n Nuria Vega NURIA VEGAMadrid MiçÈrcoles; 11 octubre 2017; 22:42 El Gobierno ha puesto en marcha la vç_a del 155 de la Constituciç_n.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Mariano Rajoy al enviar un requerimiento formal a Carles Puigdemont para que confirme si declarç_ o no la independencia de Cataluç_a.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,-En la respuesta que el presidente de la Generalitat de; se marcarç_ el futuro de los acontecimientos-; ha avanzado el jefe del Ejecutivo en una comparecencia extraordinaria en la Moncloa.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Mç_s informaciç_n Lea el requerimiento enviado por La Moncloa a Puigdemont El Gobierno; en el requerimiento que activa el artç_culo 155 de la Constituciç_n; da cinco dç_as (hasta el lunes) al presidente catalç_n; Carles Puigdemont; para que confirme si ha declarado la independencia de Cataluç_a y fija un segundo plazo; hasta el jueves; para que rectifique y evite su aplicaciç_n.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Ambos plazos figuran en el requerimiento aprobado esta maç_ana en una reuniç_n extraordinaria del Consejo de Ministros y que se ha entregado esta tarde a la Generalitat catalana.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Rajoy cuenta con el aval obligado del Consejo de Ministros; que se reuniç_ esta maç_ana; para requerir a Puigdemont.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,_”Significa esto que se estç_ aplicando ya el 155?,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,No exactamente.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Sç_ se abre el camino para poder activar en el futuro este artç_culo.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,La llamada de atenciç_n al presidente de la Generalitat es; como ha recordado el jefe del Ejecutivo; el paso -previo a cualquiera de las medidas que el Gobierno puede adoptar al amparo del 155 de la Constituciç_n-.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Este apartado concede la potestad de intervenir parcial o totalmente la autonomç_a de Cataluç_a y que el Ejecutivo pueda -dar instrucciones a todas las autoridades- de una comunidad.,4,4
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Se tratarç_a de obligar a la Generalitat al -cumplimiento forzoso- de sus obligaciones.,4,4
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Pero... _”quçÈ ocurriç_?,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,De momento; sin embargo; el Gobierno sç_lo exige una aclaraciç_n.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,_”QuçÈ ocurriç_ ayer?,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,El anuncio de Puigdemont declarando la independencia y suspendiçÈndola de inmediato; sumiç_ al Gabinete de Rajoy en el desconcierto mç_s absoluto.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Y ante la -deliberada confusiç_n- que; segç_n el presidente; quiso generar la Generalitat; el Ejecutivo pide una explicaciç_n nç_tida.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,-Este requerimiento pretende ofrecer a los ciudadanos la claridad y la seguridad que requiere una cuestiç_n de tanta importancia-; ha defendido el jefe del Ejecuivo.-Si el seç_or Puigdemont manifiesta su voluntad de respetar la legalidad y restablecer la ,1,1
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,En este sentido; insta al mç_ximo dirigente de la Generalitat a atender el -clamor- de frenar la hoja de ruta independentista.,1,1
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,El presidente; por su parte; garantiza que actuarç_ con -prudencia-.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Tanto el secretario general del PSOE; Pedro Sç_nchez; que estuvo anoche en la Moncloa; como el lç_der de Ciudadanos; Albert Rivera; conocç_an; segç_n fuentes de la Moncloa la intenciç_n del Consejo de Ministros.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Puigdemont recibe el requerimiento El presidente de la Generalitat; Carles Puigdemont; ha recibido a las 15:47 horas de hoy el requerimiento en el que el Gobierno le da de plazo hasta el lunes para que confirme si ayer declarç_ la independencia y; en tal caso; lo urge a -revocar- esa decisiç_n y a -restaurar el orden constitucional-.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Segç_n fuentes de la Generalitat; la respuesta del Govern de Puigdemont no se prevçÈ que sea inminente; teniendo en cuenta que hay margen hasta el lunes a las 10:00 horas.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,El requerimiento; con membrete del Ministerio de la Presidencia y para las Administraciones Territoriales insta a Puigdemont; -al amparo del artç_culo 155 de la Constituciç_n-; a -confirmar si alguna autoridad de la Generalitat de Cataluç_a ha declarado la independencia- o si su comparecencia de ayer en el Parlament -implica la declaraciç_n de independencia al margen de que esta se encuentre o no en vigor-.,2,2
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Ayer; Puigdemont afirmç_ que asume el -mandato del pueblo- para que -Cataluç_a se convierta en un estado independiente en forma de repç_blica-; pero seguidamente planteç_ -suspender los efectos de la declaraciç_n de independencia- para abrir la puerta al diç_logo.,4,4
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,El Gobierno de Mariano Rajoy reclama a Puigdemont que le -comunique de forma fehaciente- su respuesta antes de las 10:00 horas del prç_ximo lunes.,3,3
2,Euskadi,Diariovasco,Nuria Vega,http://www.diariovasco.com/politica/saenz-santamaria-comparece-20171010221950-ntrc.html,Spanish,12,Si la respuesta es afirmativa -en caso de no haber respuesta se interpretarç_ como una confirmaciç_n-; se emplaza a Puigdemont a que -revoque u ordene la revocaciç_n- de la declaraciç_n de independencia -a fin de restaurar el orden constitucional y estatutario; ordenando el cese de cualquier actuaciç_n dirigida a la promociç_n; avance o culminaciç_n del denominado proceso constituyente-.Asimismo; se reclama a Puigdemont que -comunique el presente requerimiento- a la presidenta del Parlament; Carme Forcadell; y a la Mesa de la cç_mara catalana; -requiriçÈndoles igualmente la restauraciç_n del orden constitucional y estatutario; en los mismos tçÈrminos realizados al presidente y al gobierno de Cataluç_a-.,1,1
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,HA JUSTIFICADO ANTE EL PLENO DEL CONGRESO SU DECISIç_N DE PONER EN MARCHA LA VççA DEL ARTççCULO 155 DE LA CONSTITUCIç_N CON LA GENERALITAT DE CATALUNYA Rajoy da cinco dç_as al Govern para confirmar si ha declarado la independencia Si Puigdemont confirma que declarç_ la independencia; o en el caso de que no conteste antes del lunes; el Gobierno aprovecha el mismo requerimiento para darle un segundo plazo; hasta el jueves; instç_ndole a rectificar y volver a la legalidad; ya que de no ser asç_ se aplicarç_a el 155 EFE - MiçÈrcoles; 11 de Octubre de 2017 - Actualizado a las 16:43h El Gobierno; en el requerimiento que activa el artç_culo 155 de la Constituciç_n; da cinco dç_as (hasta el lunes) al president; Carles Puigdemont; para que confirme si ha declarado la independencia de Catalunya y fija un segundo plazo; hasta el jueves; para que rectifique y evite su aplicaciç_n.,2,2
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,MADRID.,3,3
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,Ambos plazos figuran en el requerimiento aprobado esta maç_ana en una reuniç_n extraordinaria del Consejo de Ministros y que se ha entregado esta tarde a la Generalitat catalana; segç_n ha podido saber Efe.,3,3
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,El segundo plazo; que vence el jueves; marcarç_a el inicio de la puesta en marcha del controvertido artç_culo constitucional; que establece la obligatoriedad de que el Gobierno formule un requerimiento al presidente de la Comunidad antes de plantear en el Senado las medidas que piensa aplicar.,3,3
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,Segç_n ha explicado ante el pleno del Congreso el presidente del Gobierno; Mariano Rajoy; con este requerimiento se pretende ofrecer -claridad y seguridad- tras la -confusiç_n- generada ayer por Puigdemont en el Parlament.,2,2
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,Puigdemont dijo que asumç_a el -mandato del pueblo- para que -Catalunya se convierta en un estado independiente en forma de repç_blica- y; acto seguido; propuso -suspender los efectos de la declaraciç_n de independencia- para abrir la puerta al diç_logo.,5,5
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,Lo que desea ahora el Gobierno es que aclare si; con esas palabras; estaba haciendo una declaraciç_n unilateral de independencia.,2,2
3,Euskadi,Deia,No author,http://www.deia.com/2017/10/11/politica/estado/-rajoy-justifica-el-155-por-el-ataque-desleal-y-peligroso-contra-la-constitucion-la-unidad-convivencia-,Spanish,11,Si Puigdemont confirma que declarç_ la independencia; o en el caso de que no conteste antes del lunes; el Gobierno aprovecha el mismo requerimiento para darle un segundo plazo; hasta el jueves; instç_ndole a rectificar y volver a la legalidad; ya que de no ser asç_ se aplicarç_a el 155.,1,1
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-156,Spanish,12,El Estado responde a la oferta de diç_logo activando el artç_culo 155 Aunque el PSOE tratç_ de endulzarlo con una promesa de reforma constitucional a seis meses vista; la ç_nica acciç_n efectiva que el Estado tomç_ ayer fue poner en marcha el artç_culo 155 de la Constituciç_n; con un requerimiento que Puigdemont deberç_ responder antes del lunes.,4,4
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-157,Spanish,12,BEç_AT ZALDUA|BARCELONA El 25 de noviembre de 1897; con la guerra ya perdida en la prç_ctica y con la independencia de la colonia ya a punto _¢_previo paso por manos estadounidenses_¢_; Espaç_a ofreciç_ a Cuba la autonomç_a.,4,4
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-158,Spanish,12,El episodio se ha utilizado a menudo como sç_mbolo de la aficiç_n espaç_ola a llegar tarde a sus citas histç_ricas.,4,4
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-159,Spanish,12,Cuando ayer el secretario general del PSOE; Pedro Sç_nchez; asegurç_ haber acordado con el presidente del Gobierno espaç_ol; Mariano Rajoy; la apertura del debate sobre la reforma constitucional en un plazo de seis meses; el eco caribeç_o recorriç_ Catalunya.,4,4
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-160,Spanish,12,__Que los espaç_oles hagan su proceso constituyente; que nosotros haremos el nuestro__; vino a decir; en respuesta espontç_nea; el diputado de la CUP Sergie Saladie al conocer en una entrevista en directo el anuncio de Sç_nchez.,5,5
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-161,Spanish,12,Pero ni eso; el recorrido de la reforma constitucional anunciada por el PSOE acabç_ allç_ mismo.,4,4
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-162,Spanish,12,La zanahoria es demasiado pequeç_a; inconcreta y ambigua frente al tremendo palo esgrimido ayer por Rajoy: el artç_culo 155 de la Constituciç_n; que habilita al Gobierno central a suspender competencias de una determinada autonomç_a en nombre del __interçÈs general__.,5,5
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-163,Spanish,12,Respuesta coral En menos de dos horas; por la maç_ana; el Gobierno puso en marcha el 155; el PSOE anunciç_ la reforma constitucional y la Comisiç_n Europea respaldç_ los esfuerzos por defender el orden constitucional.,2,2
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-164,Spanish,12,Esta respuesta coordenada noqueç_ por un rato al independentismo; donde las aguas siguen estando algo revueltas tras las sorpresas del pleno del martes.,2,2
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-165,Spanish,12,Las voces mç_s dubitativas del PDeCAT no tardaron en aferrarse a la posibilidad de un debate constitucional; mientras en las esferas mç_s convencidas se lamentaba no haber dado un paso mç_s tajante el martes.,3,3
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-166,Spanish,12,Buena parte de la apuesta espaç_ola por desactivar el camino hacia la ratificaciç_n de la Declaraciç_n de independencia firmada el martes _¢_sin efectos jurç_dicos_¢_ es provocar la implosiç_n interna de la precaria unidad de las fuerzas soberanistas.,2,2
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-167,Spanish,12,Siempre lo ha sido.,2,2
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-168,Spanish,12,Los dç_as de impasse que vienen entre Madrid y Barcelona serç_n dç_as de tensiç_n entre partidos y entidades independentistas; con estrategias divergentes.,3,3
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-169,Spanish,12,Pero cabe recordar; ante las dudas que se puedan generar; que siempre; incluso en los momentos mç_s complicados del proceso; los diversos agentes catalanes han encontrado fç_rmulas de compromiso.,2,2
4,Euskadi,Naiz,BeÒat Zaldua,http://www.naiz.eus/en/hemeroteca/gara/editions/2017-10-12/hemeroteca_articles/el-estado-responde-a-la-oferta-de-dialogo-activando-el-articulo-170,Spanish,12,Con una Declaraciç_n de independencia ya firmada; cabe esperar que en esta ocasiç_n no sea diferente.,2,2
